"brands","company","product","price","brief","newest time","oldest time","if Kontakt"
"Slate Digital","Slate Digital","Custom Series Bundle","$149.00","Two EQ modules for the Virtual Mix Rack (VMR)","no reviews","no reviews","0"
"Slate Digital","Slate Digital","Steven Slate Drums SSD4 Platinum","$149.00","Massive virtual drum instrument","no reviews","no reviews","0"
"Slate Digital","Slate Digital","Steven Slate Drums SSD4 EX","$99.00","Small version of SSD4 Platinum - same effect!","no reviews","no reviews","0"
"Slate Digital","Slate Digital","VCC & VTM & VBC Bundle","$349.00","Bundle including 3 Slate plug-ins: VCC, VTM, VBC","no reviews","no reviews","0"
"Slate Digital","Slate Digital","VBC & VTM Bundle","$299.00","Reduced Bundle of 2 popular Slate plug-ins","no reviews","no reviews","0"
"Slate Digital","Slate Digital","Trigger Platinum","$149.00","The Next-Gen Drum Replacement Tool!","no reviews","no reviews","0"
"Slate Digital","Slate Digital","Trigger EX","$99.00","The little brother of TRIGGER PLATINUM","no reviews","no reviews","0"
"Slate Digital","Slate Digital","VBC - Virtual Buss Compressors","$149.00","Three unique sounding, analog modeled dynamic processors","no reviews","no reviews","0"
"Slate Digital","Slate Digital","VTC Virtual Tube Collection","$163.75","3 Virtual Tube modules for the Virtual Mix Rack","no reviews","no reviews","0"
"Slate Digital","Slate Digital","VTM - Virtual Tape Machines","$149.00","Virtual tape device with all the nuances of the real one!","no reviews","no reviews","0"
"Slate Digital","Slate Digital","VCC - Virtual Console Collection","$149.00","Virtual modeled sound of analog consoles in your DAW!","no reviews","no reviews","0"
"Slate Digital","Slate Digital","FG-X - Virtual Mastering Processor","$99.00","World class mastering solution with unique ITP process","no reviews","no reviews","0"
"Re-Compose","Re-Compose","Liquid Notes for Live","$99.00","Intelligent Songwriting-tool for Ableton Live","no reviews","no reviews","0"
"Re-Compose","Re-Compose","Liquid Notes","$137.95","Liquid notes makes the theory of harmony accessible!","2013","2012","0"
"Audioworkshop","Audioworkshop","Orchestral Library Toolbox","$48.63","Video Tutorial - in German language only!","no reviews","no reviews","no requirement"
"Audioworkshop","Audioworkshop","Logic Pro X Praxis","$43.67","Video Tutorial in German language only!","no reviews","no reviews","no requirement"
"Audioworkshop","Audioworkshop","Cubase Complete - Die Referenz","$43.67","Video Tutorial in German language only!","no reviews","no reviews","no requirement"
"Audioworkshop","Audioworkshop","HALion & HALion Sonic Praxis Tutorial Video","$38.71","Video Tutorial in German language only!","no reviews","no reviews","no requirement"
"Audioworkshop","Audioworkshop","Mixing & Mastering mit Cubase","$43.67","Mixing & Mastering mit Cubase Tutorial-Video","no reviews","no reviews","no requirement"
"Audioworkshop","Audioworkshop","Cubase Complete Basic Tutorial","$28.78","Video Tutorial - in German language only!","no reviews","no reviews","no requirement"
"Audioworkshop","Audioworkshop","Orchestral Library Toolbox English","$58.55","Unique Video Guide from Audio-Workshop","no reviews","no reviews","no requirement"
"Audioworkshop","Audioworkshop","Sprachaufnahmen Tutorial","$28.78","Video Tutorial - in German language only!","no reviews","no reviews","no requirement"
"Audioworkshop","Audioworkshop","Vocal Recording & Editing","$43.67","Video Tutorial - in German language only!","no reviews","no reviews","no requirement"
"Audioworkshop","Audioworkshop","Mixing Praxis Tutorial Video","$33.74","Mixing Praxis tutorial video in German language only!","no reviews","no reviews","no requirement"
"Audioworkshop","Audioworkshop","Homestudio Praxis","$18.86","German home studio practice tutorials for beginners","no reviews","no reviews","no requirement"
"Audioworkshop","Audioworkshop","Filmmusik & Sounddesign Tutorial-Video","$43.67","Filmmusik & Sounddesign Video - IN GERMAN LANGUAGE ONLY!","no reviews","no reviews","no requirement"
"SoundRadix","SoundRadix","32 Lives","$99.00","32-bit to 64-bit Audio-Units plug-ins adapter","no reviews","no reviews","0"
"SoundRadix","SoundRadix","Drum Leveler","$149.00","Beat Detection-based downward and upward Compressor/Expander","no reviews","no reviews","0"
"SoundRadix","SoundRadix","PI Phase Interactions Mixer","$249.00","Multi-channel Phase Interactions Mixer Plug-in","no reviews","no reviews","0"
"SoundRadix","SoundRadix","Auto Align","$149.00","Automatic, Sample Accurate Time & Phase Alignment","no reviews","no reviews","0"
"SoundRadix","SoundRadix","Surfer EQ","$199.00","Pitch-tracking Equalizer Plug-in","no reviews","no reviews","0"
"FabFilter","FabFilter","Pro-R","$187.57","Reverb Plug-in with a natural sound & musical controls","no reviews","no reviews","0"
"FabFilter","FabFilter","Total Bundle","$852.50","Set of all available FabFilter Plug-ins","no reviews","no reviews","0"
"FabFilter","FabFilter","Pro Bundle","$644.09","Bundle containing 7 FabFilter Pro Plug-ins","no reviews","no reviews","0"
"FabFilter","FabFilter","Mixing Bundle","$564.70","Bundle containing 7 FabFilter Mixing Plug-ins","no reviews","no reviews","0"
"FabFilter","FabFilter","Mastering Bundle","$435.68","Bundle containing 4 FabFilter Mastering Plug-ins","no reviews","no reviews","0"
"FabFilter","FabFilter","FX Bundle","$743.34","Bundle containing 10 FabFilter FX Plug-ins","no reviews","no reviews","0"
"FabFilter","FabFilter","Essentials Bundle","$356.28","FabFilter's most essential Mixing Tools","no reviews","no reviews","0"
"FabFilter","FabFilter","FabFilter Creative Bundle","$346.36","Bundle containing 4 FabFilter Plug-ins","no reviews","no reviews","0"
"FabFilter","FabFilter","Pro-L2","$187.57","Feature-packed Limiter Plug-in for Mastering and Mixing","no reviews","no reviews","0"
"FabFilter","FabFilter","Pro-MB","$187.57","Powerful multiband Compressor/expander Plug-in","no reviews","no reviews","0"
"FabFilter","FabFilter","Pro-Q 2","$167.72","Top-quality EQ plug-in","no reviews","no reviews","0"
"FabFilter","FabFilter","Pro-DS","$167.72","Highly intelligent and transparent De-essing Plug-in","no reviews","no reviews","0"
"FabFilter","FabFilter","Pro-C 2","$167.72","Professional Compressor Plug-in","no reviews","no reviews","0"
"FabFilter","FabFilter","Pro-G","$167.72","Highly flexible gate/expander plug-in","no reviews","no reviews","0"
"FabFilter","FabFilter","Timeless 2","$118.10","Ultra-flexible tape delay plug-in","no reviews","no reviews","0"
"FabFilter","FabFilter","Twin 2","$147.87","Powerful Synthesizer Plug-in","no reviews","no reviews","0"
"FabFilter","FabFilter","Volcano 2","$118.10","Versatile Filter Effect Plug-in with an unique Character","no reviews","no reviews","0"
"FabFilter","FabFilter","Simplon","$54.58","Basic and easy to use Filter Plug-in","no reviews","no reviews","0"
"FabFilter","FabFilter","One","$54.58","Basic synthesizer plug-in with just one oscillator","no reviews","no reviews","0"
"FabFilter","FabFilter","Saturn","$147.87","Multiband distortion, saturation and amp modelling Plug-in","no reviews","no reviews","0"
"FabFilter","FabFilter","Micro","$33.74","Analog-sounding filter plug-in","no reviews","no reviews","0"
"AAS","AAS","Objeq Delay","$64.01","Creative delay with unique filtering options","no reviews","no reviews","0"
"AAS","AAS","Modeling Collection Bundle","$207.92","Bundle containing 6 AAS instruments","no reviews","no reviews","0"
"AAS","AAS","Lounge Lizard EP4","$78.90","The sound of legendary electric pianos","no reviews","no reviews","0"
"AAS","AAS","Ultra Analog VA-2","$78.90","Virtual analog software-synthesizer","no reviews","no reviews","0"
"AAS","AAS","String Studio VS-2","$78.90","Virtual string modeling synthesizer","no reviews","no reviews","0"
"AAS","AAS","Strum GS-2","$78.90","Plug-in for the production of Guitar tracks","no reviews","no reviews","0"
"AAS","AAS","Chromaphone 2","$78.90","Creative Percussion Synthesizer","no reviews","no reviews","0"
"IK-Multimedia","IK-Multimedia","Syntronik","$326.51","Collection of 38 iconic synthesizers and string machines","no reviews","no reviews","0"
"IK-Multimedia","IK-Multimedia","AmpliTube 4 Deluxe","$157.80","Hyper realistic tone with over 116 pieces of gear","no reviews","no reviews","0"
"IK-Multimedia","IK-Multimedia","Miroslav Philharmonik 2 CE","$167.72","Orchestral instrument for musicians on a budget","no reviews","no reviews","0"
"IK-Multimedia","IK-Multimedia","TotalStudio MAX Bundle","$574.62","Ultimate fully stocked Recording Studio","no reviews","no reviews","0"
"IK-Multimedia","IK-Multimedia","SampleTank 3","$376.13","IK Multimedia´s Sound and Groove Workstation","no reviews","no reviews","0"
"IK-Multimedia","IK-Multimedia","T-Racks 5 MAX Bundle","$495.23","All 38 available T-RackS processors","no reviews","no reviews","0"
"IK-Multimedia","IK-Multimedia","T-Racks 5 MAX Upgrade","$296.74","Upgrade from any IK product to T-Racks 5 MAX","no reviews","no reviews","0"
"IK-Multimedia","IK-Multimedia","T-Racks 5 DeLuxe","$296.74","22 Processors for Mix and Mastering","no reviews","no reviews","0"
"IK-Multimedia","IK-Multimedia","T-Racks 5","$147.87","9 Processors for Mix and Mastering","no reviews","no reviews","0"
"IK-Multimedia","IK-Multimedia","Syntronik Crossgrade","$227.27","Crossgrade from any IK product to Syntronik","no reviews","no reviews","0"
"IK-Multimedia","IK-Multimedia","MODO BASS Crossgrade","$147.87","Crossgrade from any IK product to MODO BASS","no reviews","no reviews","0"
"IK-Multimedia","IK-Multimedia","MODO BASS","$197.49","The first physically modeled Electric Bass","no reviews","no reviews","0"
"IK-Multimedia","IK-Multimedia","Lurssen Mastering","$187.57","Standalone Mastering Console","no reviews","no reviews","0"
"IK-Multimedia","IK-Multimedia","AmpliTube MAX Bundle","$445.60","Over 300 Pieces of Gear","no reviews","no reviews","0"
"IK-Multimedia","IK-Multimedia","T-Racks MAX Bundle","$552.79","33 High-end Audio Processors","no reviews","no reviews","0"
"IK-Multimedia","IK-Multimedia","SampleTank MAX Bundle","$552.79","SampleTank 3 plus 22 additional Instrument Libraries","no reviews","no reviews","0"
"IK-Multimedia","IK-Multimedia","Amplitube 4.0","$84.36","The World’s most powerful Guitar and Bass Tone Studio","no reviews","no reviews","0"
"IK-Multimedia","IK-Multimedia","SampleTank 2 XL","$88.33","Sample workstation with many sounds, synths and effects","no reviews","no reviews","0"
"IK-Multimedia","IK-Multimedia","Miroslav Philharmonik 2 Upgrade","$296.74","Upgrade for registered user","no reviews","no reviews","0"
"PSOUND","PSOUND","Bandoneon","$65.00","Reproduction of an historic Alfred Arnold Bandoneon","no reviews","no reviews","0"
"PSOUND","PSOUND","World Musette","$59.00","Collection of Musette Sounds from all over the World","no reviews","no reviews","0"
"PSOUND","PSOUND","Vintage Accordion","$89.00","A virtual vintage Italian accordion from the 60s","no reviews","no reviews","0"
"Rob Papen","Rob Papen","Blue II Upgrade","$49.00","Upgrade to Blue II for registered users of Blue","no reviews","no reviews","0"
"Rob Papen","Rob Papen","Blue II","$131.99","Innovative Synth based on the Crossfusion synthesis","2014","2014","0"
"Rob Papen","Rob Papen","RP-EQ","$74.43","Rob Papen style EQ with many great Presets","no reviews","no reviews","0"
"Rob Papen","Rob Papen","RAW","$131.99","Powerful Synthesizer Focused on Distorted Sounds","no reviews","no reviews","0"
"Rob Papen","Rob Papen","SubBoomBass 2","$88.33","The ultimate in sub-bass synthesizer","no reviews","no reviews","0"
"Rob Papen","Rob Papen","Predator 2","$131.99","The successor of a legendary synthesizer","no reviews","no reviews","0"
"Rob Papen","Rob Papen","Predator 2 Upgrade","$44.66","Upgrade to Predator 2 for registered users of Predator","no reviews","no reviews","0"
"Rob Papen","Rob Papen","eXplorer 4","$445.60","All Rob Papen virtual synths plus five FX Plug-ins","no reviews","no reviews","0"
"Rob Papen","Rob Papen","EDM Synth Bundle","$197.49","Bundle of Predator, Predator FX, Punch, Punch-BD and Blade","no reviews","no reviews","0"
"Rob Papen","Rob Papen","Blade","$118.10","Epic additive synthesis","no reviews","no reviews","0"
"Rob Papen","Rob Papen","Punch","$131.99","Unique virtual drum machine","2011","2011","0"
"Rob Papen","Rob Papen","RP-VERB 2","$128.02","Unique reverb from Rob Papen incl. RP-Delay","no reviews","no reviews","0"
"Rob Papen","Rob Papen","SubBoomBass","$48.63","The ultimate in sub-bass synthesizer","no reviews","no reviews","0"
"Rob Papen","Rob Papen","RG - The Rhythm-Guitar-Synthesizer","$88.33","Create your own guitar grooves!","2009","2008","0"
"Rob Papen","Rob Papen","Predator","$131.99","A monster synthesizer with unique features","2007","2007","0"
"Gothic Instruments","Gothic Instruments","Dronar Cinematic Atmospheres","$68.48","Highly expressive Soundscape Creator","no reviews","no reviews","1"
"Gothic Instruments","Gothic Instruments","Sculptor Epic Drops","$61.53","Epic-sounding drops for Cinematic and Electronic Music","no reviews","no reviews","1"
"Gothic Instruments","Gothic Instruments","Sculptor Epic Risers","$61.53","Risers, sweeps and FX creator","no reviews","no reviews","1"
"Gothic Instruments","Gothic Instruments","Sculptor Live Impacts","$61.53","Monstrous and thundering impacts creator for Kontakt","no reviews","no reviews","1"
"Gothic Instruments","Gothic Instruments","Sculptor Massive Whooshes","$61.53","Create and customise almighty whooshes and transitions","no reviews","no reviews","1"
"Gothic Instruments","Gothic Instruments","Dronar Hybrid Module","$68.48","Revolutionary atmospheric sounds generator","no reviews","no reviews","1"
"Gothic Instruments","Gothic Instruments","Dronar Live Strings","$78.40","Playable pads and atmospheres creator","no reviews","no reviews","1"
"Gothic Instruments","Gothic Instruments","Dronar Guitarscapes","$68.48","Guitar-based pad, soundscapes and atmosphere creator","no reviews","no reviews","1"
"Gothic Instruments","Gothic Instruments","Dronar Dark Synthesis","$68.48","Expressive and innovative atmospheric sound creator","no reviews","no reviews","1"
"Gothic Instruments","Gothic Instruments","Dronar Vintage Synth","$54.58","Expressive soundscapes and atmospheric pads creator","no reviews","no reviews","1"
"Gothic Instruments","Gothic Instruments","COMPLETE  Bundle","$336.44","All Gothic Instruments Libraries in One","no reviews","no reviews","1"
"Crypton","Crypton","Hatsune Miku V4X Bundle","$199.00","English and Japanese Version in a Bundle","no reviews","no reviews","0"
"Crypton","Crypton","Hatsune Miku V4 English","$139.00","Voice Library with authentic HATSUNE MIKU voice samples","no reviews","no reviews","0"
"Crypton","Crypton","Megurine Luka V4X","$169.00","Futuristic Voice Library based on a Human Voice","2015","2015","0"
"Crypton","Crypton","Kaito V3","$169.00","Futuristic singing voice synthesizer","no reviews","no reviews","0"
"Crypton","Crypton","Meiko V3","$169.00","Futuristic singing voice synthesizer","no reviews","no reviews","0"
"Crypton","Crypton","Hatsune Miku V4X Bundle Upgrade","$149.00","V4X Upgrade for registered users of Hatsune Miku","no reviews","no reviews","0"
"Crypton","Crypton","Hatsune Miku V4 English Upgrade","$104.00","V4 Upgrade for registered users of Hatsune Miku","no reviews","no reviews","0"
"Zplane","Zplane","reTune","$149.00","Real-time multi-pitch modification","2016","2016","0"
